CODE,TAXONOMIC,common_name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Habitat-Biology,Trophic_Level,pel,dem,hab
335290201,AMERICARDIA MEDIA,Atlantic strawberry-cockle,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Americardia,media,benthic; infaunal,,,,
335360100,AMESODESMA,,,,,,,,,,,,,
335641700,AMIANTIS,,,,,,,,,,,,,
335641702,AMIANTIS CALLOSA,white venus,,,,,,,,,,,,
335641701,AMIANTIS PURPURATA,,,,,,,,,,,,,
118000000,AMIIFORMES,bowfin,,,,,,,,,,,,
650050000,AMMOCHARIDAE,,,,,,,,,,,,,
170630100,AMMODYTES,sand lances,,,,,,,,,,,,
170630101,AMMODYTES AMERICANUS,American sand lance,,,,,,,,,,,,
170630102,AMMODYTES DUBIUS,northern sand lance,,,,,,,,,,,,
170630103,AMMODYTES HEXAPTERUS,Pacific sand lance,,,,,,,,,,,,
170630104,AMMODYTES IMMACULATUS,,,,,,,,,,,,,
170630000,AMMODYTIDAE,sand lances,,,,,,,,,,,,
322550000,AMMONITELLIDAE,,,,,,,,,,,,,
342000000,AMMONOIDEA,,,,,,,,,,,,,
663010000,AMMOTHEIDAE,,,,,,,,,,,,,
308140100,AMORIA,,,,,,,,,,,,,
650150000,AMPHARETIDAE,,,,,,,,,,,,,
151060100,AMPHELIKTURUS,,,,,,,,,,,,,
151060101,AMPHELIKTURUS DENDRITICUS,pipehorse,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Amphelikturus,dendriticus,bay and nearshore; benthopelagic; seagrass,,p,,p
321030000,AMPHIBOLIDAE,,,,,,,,,,,,,
322340000,AMPHIBULMIDAE,,,,,,,,,,,,,
193010900,AMPHICHTHYS,,,,,,,,,,,,,
193010901,AMPHICHTHYS CRYPTOCENTRUS,sapo bocon,,,,,,,,,,,,
508000000,AMPHICOELA,,,,,,,,,,,,,
650160000,AMPHICTENIDAE,,,,,,,,,,,,,
335480100,AMPHIDESMA,,,,,,,,,,,,,
335130100,AMPHILEPIDA,,,,,,,,,,,,,
629010000,AMPHILINIDAE,,,,,,,,,,,,,
767010000,AMPHILOTHALIACEAE,,,,,,,,,,,,,
301000000,AMPHINEURA,,,,,,,,,,,,,
649110000,AMPHINOMIDAE,,,,,,,,,,,,,
101000000,AMPHIOXIFORMES,,,,,,,,,,,,,
224000000,AMPHIPODA,amphipods,,,,,,,,,,,,
764020000,AMPHISOLENIACEAE,,,,,,,,,,,,,
308030100,AMPHISSA,,,,,,,,,,,,,
308030101,AMPHISSA HALIAEETI,atlantic amphissa,,,,,,,,,,,,
307200500,AMPHITHALAMUS,,,,,,,,,,,,,
307200501,AMPHITHALAMUS VALLEI,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Anabathridae,Amphithalamus,vallei,"benthic; coral reef; grazer; submerged vegetation (seaweeds, mangrove roots)",,,,
224100000,AMPHITHOIDAE,,,,,,,,,,,,,
350090000,AMPHITRETIDAE,,,,,,,,,,,,,
350090100,AMPHITRETUS,,,,,,,,,,,,,
692010000,AMPHIURIDAE,,,,,,,,,,,,,
110050100,AMPHOTISTIUS,,,,,,,,,,,,,
224100100,AMPITHOE,,,,,,,,,,,,,
224100101,AMPITHOE RAMONDI,,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,ramondi,epibenthic; hard substrate; seagrass; submergent vegetation,,,,
307070000,AMPULLARIIDAE,,,,,,,,,,,,,
330234400,AMUSIUM,,,,,,,,,,,,,
330234401,AMUSIUM DALLI,,,,,,,,,,,,,
330234402,AMUSIUM PAPYRACEUM,paper scallop,,,,,,,,,,,,
329010400,AMYGDALUM,,,,,,,,,,,,,
329010401,AMYGDALUM DENDRITICUM,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Amygdalum,dendriticum,benthic; byssate; epibiotic,,,,
329010402,AMYGDALUM PAPYRIUM,Atlantic papermussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Amygdalum,papyrium,benthic; byssate; epibiotic; estuarine,,,,
329010403,AMYGDALUM POLITUM,polished papermussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Amygdalum,politum,benthic; byssate; deep sea; epibiotic,,,,
329010404,AMYGDALUM SAGITTATUM,arrow papermussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Amygdalum,sagittatum,benthic; byssate; epibiotic; mud; endemic to Gulf of Mexico,,,,
307200800,ANABATRON,,,,,,,,,,,,,
110100000,ANACANTHOBATIDAE,leg skates,,,,,,,,,,,,
110100201,ANACANTHOBATIS AMERICANUS,American leg skate,,,,,,,,,,,,
110100202,ANACANTHOBATIS LONGIROSTRIS,longnose leg skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Anacanthobatis,longirostris,slope,,,,
308030200,ANACHIS,,,,,,,,,,,,,
308030201,ANACHIS AVARA,greedy dovesnail,,,,,,,,,,,,
308030205,ANACHIS CATENATA,chain dovesnail,,,,,,,,,,,,
308030206,ANACHIS FLORIDANA,florida dovesnail,,,,,,,,,,,,
308030209,ANACHIS HOSTESSIERIANA,,,,,,,,,,,,,
308030203,ANACHIS OBESA,fat dovesnail,,,,,,,,,,,,
308030208,ANACHIS PULCHELLA,beautiful dovesnail,,,,,,,,,,,,
308030207,ANACHIS SEMIPLICATA,gulf dovesnail,,,,,,,,,,,,
308030204,ANACHIS SPARSA,sparse dovesnail,,,,,,,,,,,,
308030202,ANACHIS TRANSLIRATA,,,,,,,,,,,,,
904010000,ANACROGYNACEAF,,,,,,,,,,,,,
328043600,ANADARA,,,,,,,,,,,,,
328043602,ANADARA BAUGHMANI,skewed ark,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,baughmani,benthic; byssate; epibiotic,,,,
328043601,ANADARA BRASILIANA,incongruous ark,,,,,,,,,,,,
328043603,ANADARA CHEMNITZI,,,,,,,,,,,,,
328043605,ANADARA FLORIDANA,cut-ribbed ark,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,floridana,"benthic; byssate; epibiotic; soft substrate (muds, sands, clays)",,,,
328043604,ANADARA LIENOSA,,,,,,,,,,,,,
328043606,ANADARA NOTABILIS,eared ark,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,notabilis,"benthic; commercially important; epibiotic; soft substrate (muds, sands, clays)",,,,
328043607,ANADARA OVALIS,blood ark,,,,,,,,,,,,
328043608,ANADARA TRANSVERSA,transverse ark,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,transversa,benthic; burrower or borer; inlet influenced; mud,,,,
229050100,ANAPAGURUS,,,,,,,,,,,,,
229050101,ANAPAGURUS ANTILLENSIS,,,,,,,,,,,,,
143060700,ANARCHIAS,,,,,,,,,,,,,
143060701,ANARCHIAS YOSHIAE,pygmy moray,,,,,,,,,,,,
170660000,ANARHICHADIDAE,wolffishes,,,,,,,,,,,,
170660100,ANARICHAS,,,,,,,,,,,,,
170660101,ANARICHAS DENTICULATUS,,,,,,,,,,,,,
170660102,ANARICHAS LUPUS,,,,,,,,,,,,,
170660103,ANARICHAS MINOR,,,,,,,,,,,,,
229210600,ANASIMUS,,,,,,,,,,,,,
229210601,ANASIMUS LATUS,stilt spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,latus,benthic; soft substrate; loose rubble or coral fragments; molluscan and other shells or shell hash,,,,
316000000,ANASPIDEA,,,,,,,,,,,,,
335350100,ANATINELLA,,,,,,,,,,,,,
335350000,ANATINELLIDAE,,,,,,,,,,,,,
228120100,ANCHISTIOIDES,,,,,,,,,,,,,
228120101,ANCHISTIOIDES ANTIGUENSIS,,Animalia,Arthropoda,Malacostraca,Decapoda,Anchistioididae,Anchistioides,antiguensis,"benthic; pelagic; loose rubble or coral fragments; soft substrate (muds, sands, clays)",,p,,p
228121200,ANCHISTUS,,,,,,,,,,,,,
121060100,ANCHOA,common anchovies,,,,,,,,,,,,
121060109,ANCHOA CAYORUM,key anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,cayorum,neritic; coastal surface and epipelagic,3.3,p,,p
121060104,ANCHOA CUBANA,Cuban anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,cubana,neritic; coastal surface and epipelagic,3.3,p,,p
121060110,ANCHOA DUODECIM,New Jersey anchovy,,,,,,,,,,,,
121060101,ANCHOA HEPSETUS,broad-striped anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,hepsetus,neritic; bay and nearshore; beach and shoreline; estuarine,3.3,,,
121060102,ANCHOA LAMPROTAENIA,big-eye anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,lamprotaenia,neritic; beach and shoreline,,,,
121060105,ANCHOA LYOLEPIS,dusky anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,lyolepis,neritic; bay/inshore (0–50 m); beach and shoreline,3.4,,,
121060103,ANCHOA MITCHILLI,bay anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,mitchilli,neritic; bay and nearshore; beach and shoreline; estuarine,3.5,,,
121060106,ANCHOA NASUTA,longnose anchovy,,,,,,,,,,,,
121060107,ANCHOA SPINIFER,spicule anchovy,,,,,,,,,,,,
121060108,ANCHOA TRICOLOR,piquitinga,,,,,,,,,,,,
626090000,ANCHOROPHORIDAE,,,,,,,,,,,,,
121060300,ANCHOVIELLA,,,,,,,,,,,,,
121060303,ANCHOVIELLA LEPIDENTOSTOLE,broadband anchovy,,,,,,,,,,,,
121060302,ANCHOVIELLA PERFASCIATA,flat anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoviella,perfasciata,neritic; beach and shoreline,3.3,,,
308110300,ANCILLA,,,,,,,,,,,,,
308110301,ANCILLA GLABRATA,,,,,,,,,,,,,
348030400,ANCISTROCHIRUS,,,,,,,,,,,,,
348050300,ANCISTROTEUTHIS,,,,,,,,,,,,,
348050301,ANCISTROTEUTHIS LICHTENSTEINII,,,,,,,,,,,,,
319120200,ANCULA,,,,,,,,,,,,,
319120201,ANCULA EVELINAE,,,,,,,,,,,,,
321110000,ANCYLIDAE,,,,,,,,,,,,,
183012100,ANCYLOPSETTA,ocellated flounders,,,,,,,,,,,,
183012103,ANCYLOPSETTA ANTILLARUM,,,,,,,,,,,,,
183012101,ANCYLOPSETTA CYCLOIDEA,,,,,,,,,,,,,
183012102,ANCYLOPSETTA DILECTA,three-eye flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Ancylopsetta,dilecta,"demersal; soft substrate (muds, sands, clays)",3.8,,d,d
183012104,ANCYLOPSETTA KUMPERAE,,,,,,,,,,,,,
183012106,ANCYLOPSETTA MICROCTENUS,,,,,,,,,,,,,
183012105,ANCYLOPSETTA QUADROCELLATA,ocellated flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Ancylopsetta,quadrocellata,"demersal; soft substrate (muds, sands, clays)",,,d,d
321110200,ANCYLUS,,,,,,,,,,,,,
324030100,ANDRANA,,,,,,,,,,,,,
324030200,ANDRANELLA,,,,,,,,,,,,,
908000000,ANDREAEALES,,,,,,,,,,,,,
941000000,ANGIOSPERMAE,angiosperms,,,,,,,,,,,,
143020100,ANGUILLA,freshwater eels,,,,,,,,,,,,
143020102,ANGUILLA ANGUILLA,common eel,,,,,,,,,,,,
143020101,ANGUILLA ROSTRATA,American eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,rostrata,demersal; bay and nearshore; estuarine,3.7,,d,d
143020000,ANGUILLIDAE,freshwater eels,,,,,,,,,,,,
143000000,ANGUILLIFORMES,eels,,,,,,,,,,,,
330231300,ANGUIPECTEN,,,,,,,,,,,,,
335440300,ANGULUS,,,,,,,,,,,,,
229050200,ANICULUS,,,,,,,,,,,,,
319050600,ANISODORIS,,,,,,,,,,,,,
319050602,ANISODORIS PREA,,,,,,,,,,,,,
319050601,ANISODORIS WORKI,,,,,,,,,,,,,
330110100,ANISOPERNA,,,,,,,,,,,,,
170190100,ANISOTREMUS,smallmouth grunts,,,,,,,,,,,,
170190101,ANISOTREMUS CAESIUS,silvergray grunt,,,,,,,,,,,,
170190102,ANISOTREMUS DOVII,blackbarred grunt,,,,,,,,,,,,
170190103,ANISOTREMUS INTERRUPTUS,burrito grunt,,,,,,,,,,,,
170190106,ANISOTREMUS SURINAMENSIS,black margate,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,surinamensis,demersal; coral reef,3.3,,d,d
170190104,ANISOTREMUS TAENIATUS,catalina,,,,,,,,,,,,
170190105,ANISOTREMUS VIRGINICUS,porkfish,,,,,,,,,3.4,,,
330231400,ANNACHLAMYS,,,,,,,,,,,,,
646000000,ANNELIDA,annelids,,,,,,,,,,,,
335020100,ANODONTIA,,,,,,,,,,,,,
335020101,ANODONTIA ALBA,buttercup lucine,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,Anodontia,alba,benthic; estuarine; infaunal,,,,
335020102,ANODONTIA PHILLIPIANA,,,,,,,,,,,,,
332110200,ANODONTITES,,,,,,,,,,,,,
335643200,ANOMALOCARDIA,,,,,,,,,,,,,
335643201,ANOMALOCARDIA AUBERIANA,pointed venus,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Anomalocardia,auberiana,"benthic; estuarine; infaunal; soft substrate (muds, sands, clays)",,,,
335643202,ANOMALOCARDIA BRASILIANA,Carib pointed-venus,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Anomalocardia,brasiliana,benthic; infaunal; mud,,,,
210050200,ANOMALOCERA,,,,,,,,,,,,,
210050201,ANOMALOCERA CUNEIMERI,,,,,,,,,,,,,
348141500,ANOMALOCRANCHIA,,,,,,,,,,,,,
335643300,ANOMALODISCUS,,,,,,,,,,,,,
330390100,ANOMIA,,,,,,,,,,,,,
330390101,ANOMIA ACULEATA,,,,,,,,,,,,,
330390102,ANOMIA SIMPLEX,common jingle,Animalia,Mollusca,Bivalvia,Ostreoida,Anomiidae,Anomia,simplex,byssate; epibiotic; hard substrate; oyster reef,,,,
330390000,ANOMIIDAE,,,,,,,,,,,,,
510000000,ANOMOCOELA,,,,,,,,,,,,,
334080000,ANOMOPTYCHIDAE,,,,,,,,,,,,,
663020100,ANOPLODACTYLUS,,,,,,,,,,,,,
663020101,ANOPLODACTYLUS LENTUS,,Animalia,Arthropoda,Pycnogonida,,Phoxichilidiidae,Anoplodactylus,lentus,epibiotic,,,,
161140100,ANOPLOGASTER,,,,,,,,,,,,,
161140101,ANOPLOGASTER CORNUTUS,,,,,,,,,,,,,
161140000,ANOPLOGASTERIDAE,fangtooth,,,,,,,,,,,,
675000000,ANOPLURA,sucking lice,,,,,,,,,,,,
317020000,ANOPSIIDAE,,,,,,,,,,,,,
564000000,ANSERIFORMES,Ducks,,,,,,,,,,,,
690010000,ANTEDONIDAE,,,,,,,,,,,,,
195020000,ANTENNARIIDAE,anglerfishes,,,,,,,,,,,,
195020100,ANTENNARIUS,frogfishes,,,,,,,,,,,,
195020106,ANTENNARIUS AVALONIS,roughjaw frogfish,,,,,,,,,,,,
195020104,ANTENNARIUS MULTIOCELLATUS,longlure frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,multiocellatus,demersal,4.3,,d,d
195020101,ANTENNARIUS OCELLATUS,ocellated frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,ocellatus,demersal,4.1,,d,d
195020107,ANTENNARIUS PAUCIRADIATUS,dwarf frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,pauciradiatus,demersal,,,d,d
195020102,ANTENNARIUS RADIOSUS,big-eyed frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,radiosus,demersal,3.7,,d,d
195020105,ANTENNARIUS SANGUINEUS,bloody frogfish,,,,,,,,,,,,
195020103,ANTENNARIUS STRIATUS,striated frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,striatus,demersal,4.2,,d,d
691060500,ANTHENOIDES,,,,,,,,,,,,,
691060501,ANTHENOIDES PEIRCEI,,,,,,,,,,,,,
170026000,ANTHIAS,,,,,,,,,,,,,
170026001,ANTHIAS ASPERILINGUIS,,,,,,,,,,,,,
170026002,ANTHIAS NICHOLSI,yellowfin bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Anthias,nicholsi,dep; coral reef,,,,
170026003,ANTHIAS TENUIS,threadnose bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Anthias,tenuis,dep; coral reef,,,,
170026003,ANTHIAS WOODSI,swallowtail bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Anthias,woodsi,dep; coral reef,,,,
999020300,ANTHIINAE,,,,,,,,,,,,,
905000000,ANTHOCEROTALES,,,,,,,,,,,,,
619140000,ANTHOPTILIDAE,,,,,,,,,,,,,
619140100,ANTHOPTILUM,,,,,,,,,,,,,
619140101,ANTHOPTILUM AGASSIZII,,,,,,,,,,,,,
619120200,ANTHOTHELA,,,,,,,,,,,,,
619000000,ANTHOZOA,�gua viva,,,,,,,,,,,,
332020000,ANTHRACOSIIDAE,,,,,,,,,,,,,
432000000,ANTHROPOIDEA,,,,,,,,,,,,,
223010000,ANTHURIDAE,,,,,,,,,,,,,
335640100,ANTIGONA,,,,,,,,,,,,,
335640101,ANTIGONA LISTERI,,,,,,,,,,,,,
335640102,ANTIGONA RIGIDA,,,,,,,,,,,,,
335640103,ANTIGONA RUGATINA,,,,,,,,,,,,,
162030100,ANTIGONIA,red boarfishes,,,,,,,,,,,,
162030101,ANTIGONIA CAPROS,deepbody boarfish,Animalia,Chordata,Actinopterygii,Zeiformes,Caproidae,Antigonia,capros,benthopelagic,4.1,p,,p
162030102,ANTIGONIA COMBATIA,shortspine boarfish,Animalia,Chordata,Actinopterygii,Zeiformes,Caproidae,Antigonia,combatia,benthopelagic,3.4,p,,p
162030103,ANTIGONIA RUBESCENS,boarfish,,,,,,,,,,,,
308040100,ANTILLOPHOS,,,,,,,,,,,,,
308040101,ANTILLOPHOS CANDEI,beaded phos,,,,,,,,,,,,
319310000,ANTIOPELLIDAE,,,,,,,,,,,,,
999998530,ANTIPATHES,,,,,,,,,,,,,
619420000,ANTIPATHIDAE,,,,,,,,,,,,,
326030000,ANTIPLEURIDAE,,,,,,,,,,,,,
307230600,AOROTREMA,,,,,,,,,,,,,
150010200,APELTES,fourspine sticklebacks,,,,,,,,,,,,
150010201,APELTES QUADRACUS,bloody stickleback,,,,,,,,,,,,
688000000,APHANIPTERA,,,,,,,,,,,,,
170460100,APHANOPUS,,,,,,,,,,,,,
170460101,APHANOPUS CARBO,black scabbardfish,,,,,,,,,,,,
319051000,APHELODORIS,,,,,,,,,,,,,
319051001,APHELODORIS ANTILLENSIS,,Animalia,Mollusca,Gastropoda,Nudipleura,Discodorididae,Aphelodoris,antillensis,benthic; carnivore (includes scavengers); hard substrate,,,,
307570000,APHORRHAIDAE,,,,,,,,,,,,,
307570100,APHORRHAIS,,,,,,,,,,,,,
307570101,APHORRHAIS OCCIDENTALIS,,,,,,,,,,,,,
649030100,APHRODITA,,,,,,,,,,,,,
649030101,APHRODITA OBTECTA,,,,,,,,,,,,,
649030000,APHRODITIDAE,,,,,,,,,,,,,
171040000,APHYONIDAE,aphyonids,,,,,,,,,,,,
171040200,APHYONUS,,,,,,,,,,,,,
171040201,APHYONUS GELATINOSUS,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae,Aphyonus,gelatinosus,"benthic; slope; abyssal; soft substrate (muds, sands, clays)",,,,
335290300,APIOCARDIA,,,,,,,,,,,,,
183020500,APIONICHTHYS,,,,,,,,,,,,,
183020501,APIONICHTHYS UNICOLOR,,,,,,,,,,,,,
302000000,APLACOPHORA,,,,,,,,,,,,,
143150600,APLATOPHIS,,,,,,,,,,,,,
143150601,APLATOPHIS CHAULIODUS,tusky eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Aplatophis,chauliodus,"demersal; soft substrate (muds, sands, clays)",4,,d,d
316020100,APLYSIA,,,,,,,,,,,,,
316020101,APLYSIA BADISTES,,,,,,,,,,,,,
316020103,APLYSIA BRASILIANA,mottled seahare,,,,,,,,,,,,
316020102,APLYSIA DACTYLOMELA,spotted seahare,Animalia,Mollusca,Gastropoda,Aplysiomorpha,Aplysiidae,Aplysia,dactylomela,"benthic; herbivore; soft substrate (muds, sands, clays)",,,,
316020105,APLYSIA DONCA,,,,,,,,,,,,,
316020106,APLYSIA JULIANA,walking seahare,Animalia,Mollusca,Gastropoda,Aplysiomorpha,Aplysiidae,Aplysia,juliana,benthic; herbivore,,,,
316020107,APLYSIA MORIO,sooty seahare,Animalia,Mollusca,Gastropoda,Aplysiomorpha,Aplysiidae,Aplysia,morio,benthic; herbivore,,,,
316020104,APLYSIA WILLCOXI,,,,,,,,,,,,,
316020000,APLYSIIDAE,,,,,,,,,,,,,
321040700,APODOSIS,,,,,,,,,,,,,
321040701,APODOSIS NOVIMUNDI,,,,,,,,,,,,,
170060200,APOGON,cardinalfishes,,,,,,,,,,,,
170060204,APOGON AFFINIS,bigtooth cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,affinis,demersal; coral reef,,,d,d
170060212,APOGON ALUTUS,,,,,,,,,,,,,
170060214,APOGON AMERICANUS,,,,,,,,,,,,,
170060201,APOGON AUROLINEATUS,bridle cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,aurolineatus,demersal; coral reef; seagrass; endemic to Gulf of Mexico,3.4,,d,d
170060202,APOGON BINOTATUS,barred cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,binotatus,demersal; coral reef,3.4,,d,d
170060213,APOGON CONKLINI,,,,,,,,,,,,,
170060209,APOGON LACHNERI,whitestar cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,lachneri,demersal; coral reef,,,d,d
170060203,APOGON MACULATUS,flamefish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,maculatus,demersal; coral reef,3.5,,d,d
170060210,APOGON PHENAX,mimic cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,phenax,demersal; coral reef,,,d,d
170060205,APOGON PIGMENTARIUS,,,,,,,,,,,,,
170060215,APOGON PILLIONATUS,broadsaddle cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,pillionatus,demersal; coral reef,,,d,d
170060206,APOGON PLANIFRONS,pale cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,planifrons,demersal; coral reef,,,d,d
170060207,APOGON PSEUDOMACULATUS,twospot cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,pseudomaculatus,demersal; coral reef,3.4,,d,d
170060208,APOGON QUADRISQUAMATUS,sawcheek cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,quadrisquamatus,demersal; coral reef; seagrass,,,d,d
170060211,APOGON TOWNSENDI,belted cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,townsendi,demersal; coral reef,3.4,,d,d
170060000,APOGONIDAE,cardinalfishes,,,,,,,,,,,,
335440400,APOLYMETIS,,,,,,,,,,,,,
335440401,APOLYMETIS INTASTRIATA,,,,,,,,,,,,,
943050000,APONOGETONACEAE,,,,,,,,,,,,,
108010100,APRISTURUS,demon cat sharks,,,,,,,,,,,,
108010104,APRISTURUS CANUTUS,hoary cat shark,,,,,,,,,,,,
108010101,APRISTURUS INDICUS,smallbelly cat shark,,,,,,,,,,,,
108010105,APRISTURUS LAURUSSONI,,,,,,,,,,,,,
108010106,APRISTURUS MANIS,ghost cat shark,,,,,,,,,,,,
108010107,APRISTURUS MICROPS,smalleye cat shark,,,,,,,,,,,,
108010108,APRISTURUS PARVIPINNIS,smallfin cat shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Apristurus,parvipinnis,"slope; soft substrate (muds, sands, clays)",3.7,,,
108010102,APRISTURUS PROFUNDORUM,deepwater cat shark,,,,,,,,,,,,
108010103,APRISTURUS RIVERI,broadgill cat shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Apristurus,riveri,"slope; soft substrate (muds, sands, clays)",3.6,,,
999021300,APSILINAE,,,,,,,,,,,,,
170150300,APSILUS,,,,,,,,,,,,,
170150301,APSILUS DENTATUS,black snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Apsilus,dentatus,demersal; coral reef,,,d,d
143152100,APTERICHTUS,,,,,,,,,,,,,
143152101,APTERICHTUS ANSP,academy eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Apterichtus,ansp,"demersal; soft substrate (muds, sands, clays)",,,d,d
555000000,APTERYGIFORMES,,,,,,,,,,,,,
667000000,APTERYGOTA,primitive wingless insects,,,,,,,,,,,,
587000000,AQUATIC BIRDS,,,,,,,,,,,,,
997000000,AQUATIC EMBRYOPHYTES,,,,,,,,,,,,,
697000000,AQUATIC INVERTEBRATES,,,,,,,,,,,,,
497000000,AQUATIC MAMMALS,,,,,,,,,,,,,
950020000,ARACEAE,,,,,,,,,,,,,
657000000,ARACHNIDA,arachnids,,,,,,,,,,,,
655000000,ARACHNOIDEA,,,,,,,,,,,,,
229210700,ARACHNOPSIS,,,,,,,,,,,,,
229210701,ARACHNOPSIS FILIPES,,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Arachnopsis,filipes,benthic; soft substrate; molluscan and other shells or shell hash; loose rubble or coral fragments,,,,
689010100,ARAEOSOMA,,,,,,,,,,,,,
689010101,ARAEOSOMA FENESTRATUM,,Animalia,Echinodermata,Echinoidea,Echinothurioida,Echinothuriidae,Araeosoma,fenestratum,soft substrate,,,,
661000000,ARANEAE,spiders,,,,,,,,,,,,
319190000,ARANUCIDAE,,,,,,,,,,,,,
693050100,ARBACIA,,,,,,,,,,,,,
693050101,ARBACIA PUNCTULATA,purple-spined sea urchin,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,punctulata,seagrass; rubble; sand,,,,
693050000,ARBACIIDAE,,,,,,,,,,,,,
328040300,ARCA,,,,,,,,,,,,,
328040302,ARCA IMBRICATA,mossy ark,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Arca,imbricata,byssate; commercially important; epibiotic; hard substrate,,,,
328040301,ARCA ZEBRA,turkey wing,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Arca,zebra,byssate; commercially important; epibiotic; hard substrate,,,,
228040100,ARCHAEATYA,,,,,,,,,,,,,
335310000,ARCHAEOCARDIIDAE,,,,,,,,,,,,,
306000000,ARCHAEOGASTROPODA,,,,,,,,,,,,,
647000000,ARCHIANNELIDA,bristle-footed annelids,,,,,,,,,,,,
319051100,ARCHIDORIS,,,,,,,,,,,,,
307310101,ARCHITECTONICA KREBSI,,,,,,,,,,,,,
307310102,ARCHITECTONICA NOBILIS,common sundial,Animalia,Mollusca,Gastropoda,,Architectonicidae,Architectonica,nobilis,"benthic; carnivore (includes scavengers); offshore banks in northern Gulf of Mexico; soft substrate (muds, sands, clays)",,,,
307310103,ARCHITECTONICA PERACUTA,,,,,,,,,,,,,
307310000,ARCHITECTONICIDAE,,,,,,,,,,,,,
348070000,ARCHITEUTHIDAE,,,,,,,,,,,,,
